account_uuid|account_value
f5043c79-8f6cb-b0cb-7e39a-2a169f6108|816
f504b29f-a11ee-fe7d-1adec-934bb6ad8f|1465
f50b42cf-354e2-e662-260a4-4c59a792c6|976
f50d14a0-de6f-4b1a-a9f6-bac4b4d87816|1021
f5286eeb-6a734-cd28-c739e-708657340e|500
f54e09a0-0b2a9-7ddc-e8939-2f72da7b65|975
f54f8b6c-e939b-0737-d032d-0bdb2a1ae8|1040
f55ae839-6638d-66ac-dc128-44b59a71c2|500
f56c9d80-8d2c8-e054-865d1-41d4b1a19f|500
f5942e04-315c-429f-b32a-02fbea6308dc|2224
f5ae366d-cfba5-8b2f-ad20b-02d93f8f78|505
f5cb31a4-3a06-4194-9b87-b560ac20cdd7|2194
f5d9bcb2-15174-d79e-f7abb-f63494d96a|2469
f5f19951-05061-94f4-24df2-c657e5ddc9|495
f5f393aa-ef280-58c3-03354-a74acc61a4|530
f5f756ad-bba41-a3e7-e1768-51622486f3|2820
f61938ce-61f5f-2baf-9010a-9d63120280|649
f6415575-da1cf-0e1c-a10a0-8bb33851e7|750
f64ae4ca-7a0f-419c-910f-b302e6bd7971|877.56
f65d6f3a-288ee-e4d1-86fa6-3eeb6bda77|543.51
f66f8408-4db10-38df-5c415-7d11372261|2247
f67972e0-d3b37-751e-c424f-75b11e0b7f|67762
f691c879-66793-7917-2db1a-6953cd9612|987.91
f6a111b3-f5f6b-e650-5959e-5a0b7591c6|5356.14
f6cbe8b5-e29f-4138-9bef-ecb6a6c57c2b|2119.5
f6eb612f-bfe3-453d-a11a-82dd08d31efd|2325
f766c6db-5b66-4f8c-9e1e-c0619c1de24d|1011
f78b8cd4-1cbf-43e3-b8b2-663cb5350c1d|346
f7ad7159-9724d-6f16-bc03f-2f7d214e92|400
f7be42f2-fc0af-b35d-56e7c-1402f71c3e|867
f7c6ed00-140a-4f77-bbcf-e863c019f741|350
f7c73ca5-145b-4469-8376-55f29425ee1c|2370
f7cf9614-7e5f-486e-8b79-e223f18651f5|1988.25
f7d5ba91-80dc-449c-af81-d09a9953d797|685.25
f7ed95ad-667f5-ab63-acec6-c912b846d8|550
f7f02b2a-ddf38-f3ba-943f2-056fd8a7c2|562
f7f8d6c8-e5843-2f32-6af6d-02edbcf270|3388.3
f814d048-85845-fe3e-a294d-eaa8ad5920|1389
f81ea94e-afebd-e979-4b0ac-a10edcd00e|6828
f81fe55e-1d09-4d30-8feb-28e075baa3d7|8378
f82f9c4b-bbec0-846a-51cdc-8db574c68e|0
f89c68c2-55cdc-580a-6e49f-09482b6a7e|984.06
f8a08383-2091a-2853-7de36-377a41ad2f|1145.04
f8b27604-35d4b-e18a-6cef6-1008f03e9f|583
f8bf4ebe-31ea-402c-81a3-f729aae47f8f|4194.02
f8dec3f5-3d448-b8d7-c115a-f99aadc533|584
f8f03e4a-da2cb-2cf7-34c6c-98c8116c7c|2474
f8fb81d3-5cc2-4825-a8d6-2b50dc7e9d5e|522
f90dc780-d2c3-43dd-8e3d-4f3ef932e4c8|570
f91d1af0-aa1e-42fa-aa0e-6660de8e11f9|1864
f9235414-f680-4c7e-bf6c-304f8f97709b|1232.72
f92f3972-aee24-0c6a-e369c-34564b67e9|502
f934c9ce-ff42a-4afd-9a5b0-9322a150a6|1475
f951a53b-b680-4b40-95ad-fa4966613abd|750
f96aee1e-2b70b-f03c-c3285-af57df11e7|15480
f9733300-e3c23-837d-dffdb-f40c49b4c3|475.62
f97e1389-6d43f-484d-413c8-017b8f78ea|4686
f97fba07-2b1f6-872e-07760-29d256f99b|999
f994f47d-01677-25db-740b6-427b34505d|1500
f99902ff-07560-c1e9-f5fbe-f59129ae8c|1569.51
f9998480-baab5-5d66-608f2-8b57923b85|619
fa269a46-481a1-5968-26789-3cb146c5f0|1579.16
fa3e9313-189df-f29d-e226a-eff8beeef8|1109
fa45b870-d3e3c-39f4-bee11-93726bb7f0|6847.25
fa4d27f0-3ab44-e317-376be-36e4dc848d|2863
fa748e8c-b244f-ae59-ad837-04e3fd385c|1854
fa9260d2-4279-42d1-8faa-2aa3bd1b6567|917.06
facbc79b-d138e-298b-7ac94-6b22eb08b1|9509
fb229e17-a6f1f-2f50-979b1-ea24c41f18|505
fb3e7e07-ae866-4105-f80be-65c5532736|350
fb4ec679-18e8e-33d6-29711-e8f0515475|1551
fb5420e5-acbb6-7b35-6a467-eb90180610|3161
fb7e6249-f54c-450f-b35b-ea14b137337a|495
fb86a07a-f5972-9c55-a7e1d-fef4815568|0
fbd80120-fe7d1-39fb-47ba8-ed7169db67|582
fbe6e7c1-d425b-d179-02602-2a60db8b53|500
fbf7ea81-7e3a-4fa0-83ba-7bdba6bfb464|495
fbfd3cc3-a3611-7126-0fe2e-618e1d1248|67898
fc080cd7-3cb5d-7bb1-62bfe-c860b7ae09|8191
fc17ad42-ced3-46d2-aa3f-288b7b5a6cb5|789.75
fc2a65c0-87a25-f5a5-c67ef-5bdb476a1e|1623
fc4afa15-d7a88-f885-5cab6-3e1e6b5708|550
fc58cd3e-e3db8-1919-becf2-8a1044e4c0|1519.05
fc5bb78d-14069-d744-7838b-5efa2ac6d3|509
fc772a38-629ea-3779-256f7-22fea4f155|32397
fc92d5c2-1fcd8-f813-01d71-24a0e5f150|500
fc97744d-9e9a-47a9-b923-1e2c3016c896|2149
fc99b74d-25a9-4480-9992-d16d32a72ccc|700
fcb31443-dfb4a-1dfc-27e17-c277722c51|10804
fcd8195e-ef941-7744-8261c-25ee4847bc|1000
fce9d29c-498c0-6671-fcbe9-c08d96e973|673
fcf85b63-f359-4298-8712-eb1711e79a2f|1959
fd070552-a9613-26a1-74711-7dc7f39f89|345
fd0846d8-9ff7e-76cf-c9d31-b5c4189051|5826.61
fd275963-993f3-2cad-123fb-19d518d4bb|500
fd7ff1a7-87550-f723-d712e-d71622f791|0
fd88402e-f71df-d87b-d0b52-701063fa21|1085
fd9893df-368c3-ac43-1b3e7-ef621ea175|603
fdb7c2c9-5ec1c-e3f2-31276-1162ad0210|1160
fdb92645-3780-4f6f-b42f-629bc4594030|1556.75
fdc06036-21f13-ac38-e91c2-365ace71a3|985.91
fe113301-0df2a-34d8-37fde-db6bdde946|1234
fe3efc8a-3b3ed-bbec-7088d-b5b28008b8|345
fe40465e-03119-13e8-2cbcd-d193d4c403|13885.11
fe47a0f6-b65c1-6a5a-2539f-9fab6e4a46|350
fe80c029-7fdba-8af3-127ba-a0d8e14ffc|1750
fe8da771-fabee-f774-84504-10ec787247|586
fec1d423-547f-486f-b9f3-59389154648f|350
fee06458-709e9-5134-03764-5ab9daa266|731.25
fef4a4a5-8879b-6782-e03a5-c071245040|500
fefe726a-5f5fe-451d-5dff0-10eb757be4|500
ff00821d-8d3e-4bca-a0f4-a96fe34c3ac6|1588.22
ff1302d7-817af-c153-1e06d-49229fc8ad|9335.16
ff18b67c-4801-48c8-97ca-259c06b60b61|6947.75
ff3822c4-907ca-0da4-a06db-6deb800602|500
ff4b624e-906e6-24e3-a128b-ee25dab4ce|597
ff5b8d3e-5842-4495-b7bc-8c20bdac4bf8|5141
ff7ba7a6-2d9a-4e26-8344-d2254e2cd747|2830.34
ffd84807-18c22-ea59-71f3a-133f375af5|1705
ffff26d7-62928-d0b7-9a7c7-2e3136095e|475
